Title,Artist,Playcount,URL
hate that i made you love me,Ariana Grande,4799910,https://www.last.fm/music/Ariana+Grande/_/hate+that+i+made+you+love+me
the cure,Olivia Rodrigo,4757360,https://www.last.fm/music/Olivia+Rodrigo/_/the+cure
Stateside + Zara Larsson,PinkPantheress,22497749,https://www.last.fm/music/PinkPantheress/_/Stateside+%252B+Zara+Larsson
Earrings,Malcolm Todd,11522589,https://www.last.fm/music/Malcolm+Todd/_/Earrings
drop dead,Olivia Rodrigo,9951994,https://www.last.fm/music/Olivia+Rodrigo/_/drop+dead
Billie Jean,Michael Jackson,27805289,https://www.last.fm/music/Michael+Jackson/_/Billie+Jean
Babydoll,Dominic Fike,26876018,https://www.last.fm/music/Dominic+Fike/_/Babydoll
Chicago,Michael Jackson,13491866,https://www.last.fm/music/Michael+Jackson/_/Chicago
Beauty and a Beat,Justin Bieber,18045135,https://www.last.fm/music/Justin+Bieber/_/Beauty+and+a+Beat
Beat It,Michael Jackson,20373736,https://www.last.fm/music/Michael+Jackson/_/Beat+It
Girl Like Me,PinkPantheress,10050285,https://www.last.fm/music/PinkPantheress/_/Girl+Like+Me
Fame Is a Gun,Addison Rae,21825749,https://www.last.fm/music/Addison+Rae/_/Fame+Is+a+Gun
NOBLE,F3miii,2280823,https://www.last.fm/music/F3miii/_/NOBLE
Dracula - JENNIE remix,Tame Impala,6078548,https://www.last.fm/music/Tame+Impala/_/Dracula+-+JENNIE+remix
SWIM,BTS,221434495,https://www.last.fm/music/BTS/_/SWIM
Mr. Brightside,The Killers,52149114,https://www.last.fm/music/The+Killers/_/Mr.+Brightside
Human Nature,Michael Jackson,9238603,https://www.last.fm/music/Michael+Jackson/_/Human+Nature
Dracula,Tame Impala,12504745,https://www.last.fm/music/Tame+Impala/_/Dracula
Creep,Radiohead,61530314,https://www.last.fm/music/Radiohead/_/Creep
Manchild,Sabrina Carpenter,26723494,https://www.last.fm/music/Sabrina+Carpenter/_/Manchild
Midnight Sun,Zara Larsson,13643303,https://www.last.fm/music/Zara+Larsson/_/Midnight+Sun
Don't Stop 'Til You Get Enough,Michael Jackson,9081653,https://www.last.fm/music/Michael+Jackson/_/Don%27t+Stop+%27Til+You+Get+Enough
Body to Body,BTS,61607494,https://www.last.fm/music/BTS/_/Body+to+Body
The Less I Know the Better,Tame Impala,49636536,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better
505,Arctic Monkeys,59067916,https://www.last.fm/music/Arctic+Monkeys/_/505
Hooligan,BTS,59407852,https://www.last.fm/music/BTS/_/Hooligan
"I Knew It, I Knew You",Taylor Swift,829175,"https://www.last.fm/music/Taylor+Swift/_/I+Knew+It,+I+Knew+You"
End of Beginning,Djo,35644564,https://www.last.fm/music/Djo/_/End+of+Beginning
The One That Got Away,Katy Perry,21381203,https://www.last.fm/music/Katy+Perry/_/The+One+That+Got+Away
2.0,BTS,58799556,https://www.last.fm/music/BTS/_/2.0
See You Again (feat. Kali Uchis),"Tyler, The Creator",58560800,"https://www.last.fm/music/Tyler,+The+Creator/_/See+You+Again+(feat.+Kali+Uchis)"
"Good Luck, Babe!",Chappell Roan,60882872,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21"
Janice STFU,Drake,2248068,https://www.last.fm/music/Drake/_/Janice+STFU
Lemonade,aespa,1570734,https://www.last.fm/music/aespa/_/Lemonade
back to friends,sombr,25921865,https://www.last.fm/music/sombr/_/back+to+friends
Sweet Boy,Malcolm Todd,10936992,https://www.last.fm/music/Malcolm+Todd/_/Sweet+Boy
Lovers Rock,TV Girl,51219613,https://www.last.fm/music/TV+Girl/_/Lovers+Rock
Dreams - 2004 Remaster,Fleetwood Mac,29280903,https://www.last.fm/music/Fleetwood+Mac/_/Dreams+-+2004+Remaster
House Tour,Sabrina Carpenter,14267090,https://www.last.fm/music/Sabrina+Carpenter/_/House+Tour
Iris,The Goo Goo Dolls,32278329,https://www.last.fm/music/The+Goo+Goo+Dolls/_/Iris
FYA,BTS,56764722,https://www.last.fm/music/BTS/_/FYA
No One Noticed,The Marías,34536258,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed
Let Down,Radiohead,41661003,https://www.last.fm/music/Radiohead/_/Let+Down
they don’t know ’bout us,BTS,53940728,https://www.last.fm/music/BTS/_/they+don%E2%80%99t+know+%E2%80%99bout+us
Into You,Ariana Grande,27863669,https://www.last.fm/music/Ariana+Grande/_/Into+You
Flashing Lights,Kanye West,38026482,https://www.last.fm/music/Kanye+West/_/Flashing+Lights
"Lover, You Should've Come Over",Jeff Buckley,32829968,"https://www.last.fm/music/Jeff+Buckley/_/Lover,+You+Should%27ve+Come+Over"
Roommates,Malcolm Todd,11007912,https://www.last.fm/music/Malcolm+Todd/_/Roommates
Feel Good Inc.,Gorillaz,40699509,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.
Sweater Weather,The Neighbourhood,50973605,https://www.last.fm/music/The+Neighbourhood/_/Sweater+Weather
Pink + White,Frank Ocean,60153652,https://www.last.fm/music/Frank+Ocean/_/Pink+%252B+White
Like Animals,BTS,55270885,https://www.last.fm/music/BTS/_/Like+Animals
Sienna,The Marías,21433082,https://www.last.fm/music/The+Mar%C3%ADas/_/Sienna
Aliens,BTS,56556019,https://www.last.fm/music/BTS/_/Aliens
NORMAL,BTS,57535940,https://www.last.fm/music/BTS/_/NORMAL
Self Aware,Temper City,2366630,https://www.last.fm/music/Temper+City/_/Self+Aware
The Adults Are Talking,The Strokes,29576196,https://www.last.fm/music/The+Strokes/_/The+Adults+Are+Talking
Bags,Clairo,35711106,https://www.last.fm/music/Clairo/_/Bags
Duvet,bôa,41820439,https://www.last.fm/music/b%C3%B4a/_/Duvet
Please,BTS,53860918,https://www.last.fm/music/BTS/_/Please
LES,Childish Gambino,28007910,https://www.last.fm/music/Childish+Gambino/_/LES
DANCE...,Slayyyter,4006753,https://www.last.fm/music/Slayyyter/_/DANCE...
Everlong,Foo Fighters,47168729,https://www.last.fm/music/Foo+Fighters/_/Everlong
Love Me Not,Ravyn Lenae,18987936,https://www.last.fm/music/Ravyn+Lenae/_/Love+Me+Not
The Fate of Ophelia,Taylor Swift,26149299,https://www.last.fm/music/Taylor+Swift/_/The+Fate+of+Ophelia
WHERE IS MY HUSBAND!,RAYE,12058040,https://www.last.fm/music/RAYE/_/WHERE+IS+MY+HUSBAND%21
One More Night,BTS,54301856,https://www.last.fm/music/BTS/_/One+More+Night
DtMF,Bad Bunny,17723178,https://www.last.fm/music/Bad+Bunny/_/DtMF
Merry Go Round,BTS,54790264,https://www.last.fm/music/BTS/_/Merry+Go+Round
