Rank,Title,Artist,Last Week,Peak Position,Weeks on Chart
1,Ordinary,Alex Warren,1,1,23
2,Daisies,Justin Bieber,-,2,1
3,What I Want,Morgan Wallen Featuring Tate McRae,3,1,9
4,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",6,4,4
5,Just In Case,Morgan Wallen,4,2,17
6,A Bar Song (Tipsy),Shaboozey,5,1,66
7,Love Me Not,Ravyn Lenae,12,7,16
8,What Did I Miss?,Drake,2,2,2
9,Lose Control,Teddy Swims,9,1,100
10,Die With A Smile,Lady Gaga & Bruno Mars,10,1,48
11,Luther,Kendrick Lamar & SZA,7,1,34
12,I'm The Problem,Morgan Wallen,8,2,24
13,Manchild,Sabrina Carpenter,11,1,6
14,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",16,14,4
15,Pink Pony Club,Chappell Roan,13,4,57
16,Beautiful Things,Benson Boone,15,2,77
17,Yukon,Justin Bieber,-,17,1
18,Go Baby,Justin Bieber,-,18,1
19,I Had Some Help,Post Malone Featuring Morgan Wallen,14,1,62
20,Mutt,Leon Thomas,17,12,24
21,All I Can Take,Justin Bieber,-,21,1
22,Birds Of A Feather,Billie Eilish,18,2,61
23,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",29,23,3
24,Good News,Shaboozey,26,24,34
25,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",35,25,3
26,Mystical Magical,Benson Boone,20,17,12
27,I Got Better,Morgan Wallen,23,7,9
28,Jump,BLACKPINK,-,28,1
29,All The Way,BigXthaPlug Featuring Bailey Zimmerman,24,4,15
30,Sorry I'm Here For Someone Else,Benson Boone,22,19,20
31,Nokia,Drake,21,2,22
32,Blue Strips,Jessie Murph,27,15,14
33,Way It Is,Justin Bieber & Gunna,-,33,1
34,Undressed,sombr,32,25,15
35,Things You Do,Justin Bieber,-,35,1
36,Worst Way,Riley Green,33,20,27
37,Walking Away,Justin Bieber,-,37,1
38,Back To Friends,sombr,34,31,16
39,Anxiety,Doechii,28,9,19
40,APT.,ROSE & Bruno Mars,30,3,39
41,Free,"Rumi, JINU, EJAE & Andrew Choi",41,41,3
42,Chains & Whips,Clipse Featuring Kendrick Lamar,-,42,1
43,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",43,43,3
44,Backup Plan,Bailey Zimmerman & Luke Combs,37,35,11
45,Weren't For The Wind,Ella Langley,25,18,24
46,30 For 30,SZA With Kendrick Lamar,36,10,30
47,Burning Blue,Mariah The Scientist,40,25,11
48,Love Somebody,Morgan Wallen,38,1,39
49,Butterflies,Justin Bieber,-,49,1
50,Kick Out,Travis Scott,-,50,1
51,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",51,51,3
52,After All The Bars Are Closed,Thomas Rhett,44,44,12
53,Champain & Vacay,Travis Scott & Don Toliver,-,53,1
54,Dumbo,Travis Scott,-,54,1
55,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",46,44,9
56,Devotion,Justin Bieber & Dijon,-,56,1
57,Sweet Spot,Justin Bieber & Sexyy Red,-,57,1
58,6 Months Later,Megan Moroney,48,30,4
59,First Place,Justin Bieber,-,59,1
60,20 Cigarettes,Morgan Wallen,49,20,9
61,Outside,Cardi B,39,10,4
62,So Be It,Clipse,-,62,1
63,Just Keep Watching,Tate McRae,52,33,7
64,Happen To Me,Russell Dickerson,55,49,13
65,P.O.V.,"Clipse Featuring Tyler, The Creator",-,65,1
66,Wildflower,Billie Eilish,56,17,57
67,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,54,8,13
68,In Your Fantasy,ATEEZ,-,68,1
69,Amen,Shaboozey & Jelly Roll,58,56,12
70,Swag,"Justin Bieber, Cash Cobain & Eddie Benjamin",-,70,1
71,Superman,Morgan Wallen,57,8,10
72,2000 Excursion,"Travis Scott, Sheck Wes & Don Toliver",-,72,1
73,Indigo,Sam Barber Featuring Avery Anna,61,40,32
74,Where Was You,"Travis Scott, Playboi Carti & Future",-,74,1
75,River Washed Hair,Zach Bryan,53,53,2
76,Bloodline,Alex Warren With Jelly Roll,75,32,8
77,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,62,62,4
78,Ace Trumpets,Clipse,-,78,1
79,Too Long,Justin Bieber,-,79,1
80,Fix What You Didn't Break,Nate Smith,63,63,16
81,Single Again,Josh Ross,73,73,5
82,House Again,Hudson Westbrook,65,65,13
83,Glory Voice Memo,Justin Bieber,-,83,1
84,Dadz Love,Justin Bieber & Lil B,-,84,1
85,Folded,Kehlani,79,76,5
86,405,Justin Bieber,-,86,1
87,Your Way's Better,Forrest Frank,69,61,13
88,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,68,40,22
89,Whim Whamiee,PLUTO & YKNIECE,60,51,13
90,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",86,86,2
91,TN,Morgan Wallen,64,31,9
92,The Birds Don't Sing,Clipse Featuring John Legend & Voices Of Fire,-,92,1
93,Shyne,Travis Scott & GloRilla,-,93,1
94,Party 4 U,Charli xcx,67,55,13
95,M.T.B.T.T.F.,Clipse,-,95,1
96,Nuevayol,Bad Bunny,66,8,18
97,EOO,Bad Bunny,84,24,26
98,Twilight Zone,Ariana Grande,78,18,15
99,Rather Lie,Playboi Carti & The Weeknd,72,4,18
100,Marlboro Rojo,Fuerza Regida,77,64,10
