Title,Artist,Playcount,URL
DtMF,Bad Bunny,13781241,https://www.last.fm/music/Bad+Bunny/_/DtMF
NUEVAYoL,Bad Bunny,10438624,https://www.last.fm/music/Bad+Bunny/_/NUEVAYoL
Stateside + Zara Larsson,PinkPantheress,8680870,https://www.last.fm/music/PinkPantheress/_/Stateside+%252B+Zara+Larsson
BAILE INoLVIDABLE,Bad Bunny,10771387,https://www.last.fm/music/Bad+Bunny/_/BAILE+INoLVIDABLE
EoO,Bad Bunny,8263386,https://www.last.fm/music/Bad+Bunny/_/EoO
Tití Me Preguntó,Bad Bunny,10989105,https://www.last.fm/music/Bad+Bunny/_/Tit%C3%AD+Me+Pregunt%C3%B3
Fame Is a Gun,Addison Rae,16626609,https://www.last.fm/music/Addison+Rae/_/Fame+Is+a+Gun
End of Beginning,Djo,31951713,https://www.last.fm/music/Djo/_/End+of+Beginning
VOY A LLeVARTE PA PR,Bad Bunny,8246579,https://www.last.fm/music/Bad+Bunny/_/VOY+A+LLeVARTE+PA+PR
Manchild,Sabrina Carpenter,21351388,https://www.last.fm/music/Sabrina+Carpenter/_/Manchild
Midnight Sun,Zara Larsson,8872973,https://www.last.fm/music/Zara+Larsson/_/Midnight+Sun
Always Everywhere,Charli xcx,469095,https://www.last.fm/music/Charli+xcx/_/Always+Everywhere
WHERE IS MY HUSBAND!,RAYE,8526962,https://www.last.fm/music/RAYE/_/WHERE+IS+MY+HUSBAND%21
The Less I Know the Better,Tame Impala,46105867,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better
So Easy (To Fall In Love),Olivia Dean,6352219,https://www.last.fm/music/Olivia+Dean/_/So+Easy+(To+Fall+In+Love)
"Good Luck, Babe!",Chappell Roan,57506085,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21"
Dying for You,Charli xcx,735579,https://www.last.fm/music/Charli+xcx/_/Dying+for+You
No One Noticed,The Marías,30871265,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed
back to friends,sombr,21946355,https://www.last.fm/music/sombr/_/back+to+friends
Creep,Radiohead,57875231,https://www.last.fm/music/Radiohead/_/Creep
The Fate of Ophelia,Taylor Swift,22056745,https://www.last.fm/music/Taylor+Swift/_/The+Fate+of+Ophelia
Man I Need,Olivia Dean,7452388,https://www.last.fm/music/Olivia+Dean/_/Man+I+Need
Sienna,The Marías,17937073,https://www.last.fm/music/The+Mar%C3%ADas/_/Sienna
Chains of Love,Charli xcx,2466964,https://www.last.fm/music/Charli+xcx/_/Chains+of+Love
I Thought I Saw Your Face Today,She & Him,6346050,https://www.last.fm/music/She+&+Him/_/I+Thought+I+Saw+Your+Face+Today
Wall of Sound,Charli xcx,925835,https://www.last.fm/music/Charli+xcx/_/Wall+of+Sound
505,Arctic Monkeys,55697522,https://www.last.fm/music/Arctic+Monkeys/_/505
Lush Life,Zara Larsson,12317561,https://www.last.fm/music/Zara+Larsson/_/Lush+Life
Lovers Rock,TV Girl,48253397,https://www.last.fm/music/TV+Girl/_/Lovers+Rock
Let Down,Radiohead,38122987,https://www.last.fm/music/Radiohead/_/Let+Down
BIRDS OF A FEATHER,Billie Eilish,53518974,https://www.last.fm/music/Billie+Eilish/_/BIRDS+OF+A+FEATHER
Homewrecker,sombr,945297,https://www.last.fm/music/sombr/_/Homewrecker
Tears,Sabrina Carpenter,13775902,https://www.last.fm/music/Sabrina+Carpenter/_/Tears
Duvet,bôa,39087516,https://www.last.fm/music/b%C3%B4a/_/Duvet
Iris,The Goo Goo Dolls,29476088,https://www.last.fm/music/The+Goo+Goo+Dolls/_/Iris
Mr. Brightside,The Killers,48975725,https://www.last.fm/music/The+Killers/_/Mr.+Brightside
"Lover, You Should've Come Over",Jeff Buckley,29262733,"https://www.last.fm/music/Jeff+Buckley/_/Lover,+You+Should%27ve+Come+Over"
Every Breath You Take,The Police,25529194,https://www.last.fm/music/The+Police/_/Every+Breath+You+Take
Dracula,Tame Impala,7737774,https://www.last.fm/music/Tame+Impala/_/Dracula
Flashing Lights,Kanye West,35401059,https://www.last.fm/music/Kanye+West/_/Flashing+Lights
4 Raws,EsDeeKid,7406554,https://www.last.fm/music/EsDeeKid/_/4+Raws
Aperture,Harry Styles,3063996,https://www.last.fm/music/Harry+Styles/_/Aperture
Babydoll,Dominic Fike,19894733,https://www.last.fm/music/Dominic+Fike/_/Babydoll
House featuring John Cale,Charli xcx,1348532,https://www.last.fm/music/Charli+xcx/_/House+featuring+John+Cale
Out of Myself,Charli xcx,348448,https://www.last.fm/music/Charli+xcx/_/Out+of+Myself
