Title,Artist,Playcount,URL
Manchild,Sabrina Carpenter,4060853,https://www.last.fm/music/Sabrina+Carpenter/_/Manchild
"Good Luck, Babe!",Chappell Roan,45837452,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21"
BIRDS OF A FEATHER,Billie Eilish,42798444,https://www.last.fm/music/Billie+Eilish/_/BIRDS+OF+A+FEATHER
Party 4 U,Charli XCX,11010359,https://www.last.fm/music/Charli+XCX/_/Party+4+U
back to friends,Sombr,6743977,https://www.last.fm/music/Sombr/_/back+to+friends
See You Again (feat. Kali Uchis),"Tyler, the Creator",44748419,"https://www.last.fm/music/Tyler,+the+Creator/_/See+You+Again+(feat.+Kali+Uchis)"
No One Noticed,The Marías,18064624,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed
espresso,Sabrina Carpenter,44420091,https://www.last.fm/music/Sabrina+Carpenter/_/espresso
undressed,Sombr,4747532,https://www.last.fm/music/Sombr/_/undressed
Creep,Radiohead,43804257,https://www.last.fm/music/Radiohead/_/Creep
Fame Is A Gun,Addison Rae,3527404,https://www.last.fm/music/Addison+Rae/_/Fame+Is+A+Gun
luther (with SZA),Kendrick Lamar,18722329,https://www.last.fm/music/Kendrick+Lamar/_/luther+(with+SZA)
Von Dutch,Charli XCX,22396808,https://www.last.fm/music/Charli+XCX/_/Von+Dutch
505,Arctic Monkeys,44618236,https://www.last.fm/music/Arctic+Monkeys/_/505
Love Me Not,Ravyn Lenae,7690869,https://www.last.fm/music/Ravyn+Lenae/_/Love+Me+Not
guess featuring billie eilish,Charli XCX,21946759,https://www.last.fm/music/Charli+XCX/_/guess+featuring+billie+eilish
tAsTe,Sabrina Carpenter,23119718,https://www.last.fm/music/Sabrina+Carpenter/_/tAsTe
Let Down,Radiohead,23288925,https://www.last.fm/music/Radiohead/_/Let+Down
Diet Pepsi,Addison Rae,13731306,https://www.last.fm/music/Addison+Rae/_/Diet+Pepsi
No Surprises,Radiohead,41527227,https://www.last.fm/music/Radiohead/_/No+Surprises
Pink + White,Frank Ocean,48744575,https://www.last.fm/music/Frank+Ocean/_/Pink+%252B+White
Duvet,bôa,30978436,https://www.last.fm/music/b%C3%B4a/_/Duvet
GNARLY,Katseye,6741024,https://www.last.fm/music/Katseye/_/GNARLY
Abracadabra,Lady Gaga,16989863,https://www.last.fm/music/Lady+Gaga/_/Abracadabra
Feel Good Inc.,Gorillaz,34551008,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.
Like Him (feat. Lola Young),"Tyler, the Creator",14555879,"https://www.last.fm/music/Tyler,+the+Creator/_/Like+Him+(feat.+Lola+Young)"
Wildflower,Billie Eilish,25350911,https://www.last.fm/music/Billie+Eilish/_/Wildflower
Pink Pony Club,Chappell Roan,19313044,https://www.last.fm/music/Chappell+Roan/_/Pink+Pony+Club
Lovers Rock,TV Girl,38592754,https://www.last.fm/music/TV+Girl/_/Lovers+Rock
The Less I Know the Better,Tame Impala,36921330,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better
Iris,The Goo Goo Dolls,17332289,https://www.last.fm/music/The+Goo+Goo+Dolls/_/Iris
Ribs,Lorde,26716991,https://www.last.fm/music/Lorde/_/Ribs
Dreams - 2004 Remaster,Fleetwood Mac,19771554,https://www.last.fm/music/Fleetwood+Mac/_/Dreams+-+2004+Remaster
Die With A Smile,Lady Gaga,23660652,https://www.last.fm/music/Lady+Gaga/_/Die+With+A+Smile
Please Please Please,Sabrina Carpenter,28551021,https://www.last.fm/music/Sabrina+Carpenter/_/Please+Please+Please
Juno,Sabrina Carpenter,17463934,https://www.last.fm/music/Sabrina+Carpenter/_/Juno
Headlock,Imogen Heap,16788928,https://www.last.fm/music/Imogen+Heap/_/Headlock
illegal,pinkpantheress,2771901,https://www.last.fm/music/pinkpantheress/_/illegal
Bed Chem,Sabrina Carpenter,18782511,https://www.last.fm/music/Sabrina+Carpenter/_/Bed+Chem
Sweater Weather,The Neighbourhood,39632780,https://www.last.fm/music/The+Neighbourhood/_/Sweater+Weather
"Girl, so confusing featuring lorde",Charli XCX,9769116,"https://www.last.fm/music/Charli+XCX/_/Girl,+so+confusing+featuring+lorde"
Busy Woman,Sabrina Carpenter,8582121,https://www.last.fm/music/Sabrina+Carpenter/_/Busy+Woman
Timeless (Feat Playboi Carti),The Weeknd,5598654,https://www.last.fm/music/The+Weeknd/_/Timeless+(Feat+Playboi+Carti)
Are We Still Friends?,"Tyler, the Creator",24236591,"https://www.last.fm/music/Tyler,+the+Creator/_/Are+We+Still+Friends%3F"
HOT TO GO!,Chappell Roan,26167295,https://www.last.fm/music/Chappell+Roan/_/HOT+TO+GO%21
360,Charli XCX,26769476,https://www.last.fm/music/Charli+XCX/_/360
Juna,Clairo,14241135,https://www.last.fm/music/Clairo/_/Juna
All I Need,Radiohead,28175279,https://www.last.fm/music/Radiohead/_/All+I+Need
Poker Face,Lady Gaga,29892020,https://www.last.fm/music/Lady+Gaga/_/Poker+Face
Bags,Clairo,26520486,https://www.last.fm/music/Clairo/_/Bags
mAn OF THE YeaR,Lorde,1803683,https://www.last.fm/music/Lorde/_/mAn+OF+THE+YeaR
Money Trees,Kendrick Lamar,28644084,https://www.last.fm/music/Kendrick+Lamar/_/Money+Trees
Headphones On,Addison Rae,4562948,https://www.last.fm/music/Addison+Rae/_/Headphones+On
CHIHIRO,Billie Eilish,23719162,https://www.last.fm/music/Billie+Eilish/_/CHIHIRO
Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,18287228,https://www.last.fm/music/The+Smiths/_/Heaven+Knows+I%27m+Miserable+Now+-+2011+Remaster
sports car,Tate McRae,11245857,https://www.last.fm/music/Tate+McRae/_/sports+car
All The Stars (with SZA),Kendrick Lamar,24955718,https://www.last.fm/music/Kendrick+Lamar/_/All+The+Stars+(with+SZA)
Just Dance,Lady Gaga,22550187,https://www.last.fm/music/Lady+Gaga/_/Just+Dance
Judas,Lady Gaga,24315806,https://www.last.fm/music/Lady+Gaga/_/Judas
What Was That,Lorde,5644978,https://www.last.fm/music/Lorde/_/What+Was+That
Sparks,Coldplay,25791543,https://www.last.fm/music/Coldplay/_/Sparks
Sailor Song,Gigi Perez,18107141,https://www.last.fm/music/Gigi+Perez/_/Sailor+Song
Red Wine Supernova,Chappell Roan,24706820,https://www.last.fm/music/Chappell+Roan/_/Red+Wine+Supernova
Linger,The Cranberries,24696143,https://www.last.fm/music/The+Cranberries/_/Linger
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,22379465,https://www.last.fm/music/The+Smiths/_/There+Is+a+Light+That+Never+Goes+Out+-+2011+Remaster
Fade Into You,Mazzy Star,24972216,https://www.last.fm/music/Mazzy+Star/_/Fade+Into+You
365,Charli XCX,17100317,https://www.last.fm/music/Charli+XCX/_/365
Pain,pinkpantheress,28133571,https://www.last.fm/music/pinkpantheress/_/Pain
I Wanna Be Yours,Arctic Monkeys,33726330,https://www.last.fm/music/Arctic+Monkeys/_/I+Wanna+Be+Yours
"Lover, You Should've Come Over",Jeff Buckley,18896200,"https://www.last.fm/music/Jeff+Buckley/_/Lover,+You+Should%27ve+Come+Over"
Casual,Chappell Roan,21737293,https://www.last.fm/music/Chappell+Roan/_/Casual
tv off (feat. Lefty Gunplay),Kendrick Lamar,11849565,https://www.last.fm/music/Kendrick+Lamar/_/tv+off+(feat.+Lefty+Gunplay)
Come as You Are,Nirvana,31287841,https://www.last.fm/music/Nirvana/_/Come+as+You+Are
In the End,Linkin Park,29736466,https://www.last.fm/music/Linkin+Park/_/In+the+End
Promiscuous,Nelly Furtado,17351830,https://www.last.fm/music/Nelly+Furtado/_/Promiscuous
Chop Suey!,System of a Down,31274870,https://www.last.fm/music/System+of+a+Down/_/Chop+Suey%21
Not Like Us,Kendrick Lamar,24374094,https://www.last.fm/music/Kendrick+Lamar/_/Not+Like+Us
Everybody Wants to Rule the World,Tears for Fears,25063641,https://www.last.fm/music/Tears+for+Fears/_/Everybody+Wants+to+Rule+the+World
Apocalypse,Cigarettes After Sex,32252286,https://www.last.fm/music/Cigarettes+After+Sex/_/Apocalypse
Mr. Brightside,The Killers,43187035,https://www.last.fm/music/The+Killers/_/Mr.+Brightside
Still into You,Paramore,20309671,https://www.last.fm/music/Paramore/_/Still+into+You
My Love Mine All Mine,Mitski,40798072,https://www.last.fm/music/Mitski/_/My+Love+Mine+All+Mine
Every Breath You Take,The Police,18487988,https://www.last.fm/music/The+Police/_/Every+Breath+You+Take
aQuAmArInE,Addison Rae,6416029,https://www.last.fm/music/Addison+Rae/_/aQuAmArInE
like JENNIE,Jennie,9298573,https://www.last.fm/music/Jennie/_/like+JENNIE
Karma Police,Radiohead,33396457,https://www.last.fm/music/Radiohead/_/Karma+Police
DENIAL IS A RIVER,Doechii,11625337,https://www.last.fm/music/Doechii/_/DENIAL+IS+A+RIVER
Dark Red,Steve Lacy,32513461,https://www.last.fm/music/Steve+Lacy/_/Dark+Red
Jigsaw Falling Into Place,Radiohead,30317380,https://www.last.fm/music/Radiohead/_/Jigsaw+Falling+Into+Place
Do I Wanna Know?,Arctic Monkeys,37525263,https://www.last.fm/music/Arctic+Monkeys/_/Do+I+Wanna+Know%3F
Fake Plastic Trees,Radiohead,23488545,https://www.last.fm/music/Radiohead/_/Fake+Plastic+Trees
Ivy,Frank Ocean,35546115,https://www.last.fm/music/Frank+Ocean/_/Ivy
Cigarettes out the Window,TV Girl,23550246,https://www.last.fm/music/TV+Girl/_/Cigarettes+out+the+Window
Why'd You Only Call Me When You're High?,Arctic Monkeys,33820227,https://www.last.fm/music/Arctic+Monkeys/_/Why%27d+You+Only+Call+Me+When+You%27re+High%3F
Bad Romance,Lady Gaga,28733216,https://www.last.fm/music/Lady+Gaga/_/Bad+Romance
Everlong,Foo Fighters,36307947,https://www.last.fm/music/Foo+Fighters/_/Everlong
Nokia,Drake,5701786,https://www.last.fm/music/Drake/_/Nokia
Sextape,Deftones,19932937,https://www.last.fm/music/Deftones/_/Sextape
Flashing Lights,Kanye West,28782410,https://www.last.fm/music/Kanye+West/_/Flashing+Lights
Apple,Charli XCX,18515800,https://www.last.fm/music/Charli+XCX/_/Apple
