Rank,Title,Artist,Last Week,Peak Position,Weeks on Chart
1,Opalite,Taylor Swift,8,1,20
,Choosin' Texas,Ella Langley,,,
,Man I Need,Olivia Dean,,,
,DTMF,Bad Bunny,,,
,Ordinary,Alex Warren,,,
,I Just Might,Bruno Mars,,,
,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",,,
,The Fate Of Ophelia,Taylor Swift,,,
,Titi Me Pregunto,Bad Bunny,,,
,Baile Inolvidable,Bad Bunny,,,
,Back To Friends,sombr,,,
,Nuevayol,Bad Bunny,,,
,Folded,Kehlani,,,
,So Easy (To Fall In Love),Olivia Dean,,,
,Be By You,Luke Combs,,,
,EOO,Bad Bunny,,,
,Where Is My Husband!,RAYE,,,
,Be Her,Ella Langley,,,
,Sleepless In A Hotel Room,Luke Combs,,,
,E85,Don Toliver,,,
,20 Cigarettes,Morgan Wallen,,,
,End Of Beginning,Djo,,,
,Yukon,Justin Bieber,,,
,Body,Don Toliver,,,
,The Great Divide,Noah Kahan,,,
,Homewrecker,sombr,,,
,What You Saying,Lil Uzi Vert,,,
,Aperture,Harry Styles,,,
,Die On This Hill,Sienna Spiro,,,
,Voy A Llevarte Pa PR,Bad Bunny,,,
,Tit For Tat,Tate McRae,,,
,Amen,Shaboozey&Jelly Roll,,,
,A Couple Minutes,Olivia Dean,,,
,Better Me For You (Brown Eyes),Max McNown,,,
,It Depends,Chris BrownFeaturingBryson Tiller,,,
,The Fall,Cody Johnson,,,
,Dandelion,Ella Langley,,,
,Days Like These,Luke Combs,,,
,Lush Life,Zara Larsson,,,
,Dracula,Tame Impala,,,
,Stateside,PinkPantheressWithZara Larsson,,,
,McArthur,"HARDY,Eric Church,Morgan Wallen&Tim McGraw",,,
,Let 'Em Know,T.I.,,,
,Two Six,J. Cole,,,
,Hell At Night,BigXthaPlug Featuring Ella Langley,,,
,How Far Does A Goodbye Go,Jason Aldean,,,
,12 To 12,sombr,,,
,La Cancion,J Balvin&Bad Bunny,,,
,Butterflies.,Brent Faiyaz,,,
,I Ain't Coming Back,Morgan WallenFeaturingPost Malone,,,
,Have To.,Brent Faiyaz,,,
,Babydoll,Dominic Fike,,,
,Chanel,Tyla,,,
,Wrong Faces.,Brent Faiyaz,,,
,When Did You Get Hot?,Sabrina Carpenter,,,
,Secondhand,Don ToliverFeaturingRema,,,
,ATM,Don Toliver,,,
,Beautiful Things,Megan Moroney,,,
,Brunette,Tucker Wetmore,,,
,Other Side.,Brent Faiyaz,,,
,Who TF Iz U,J. Cole,,,
,Gone Gone Gone,"David Guetta,Teddy Swims&Tones And I",,,
,Travelin' Soldier,Cody Johnson,,,
,Midnight Sun,Zara Larsson,,,
,Poor Thang,J. Cole,,,
,Iloveitiloveitiloveit,Bella Kay,,,
,Tiramisu,Don Toliver,,,
,Change My Mind,Riley Green,,,
,Bunce Road Blues,"J. Cole,Tems&Future",,,
,Nice To Each Other,Olivia Dean,,,
,4 Raws,EsDeeKid,,,
,FDO,Pooh Shiesty,,,
,Say Why,Zach Bryan,,,
,I Thought I Saw Your Face Today,She & Him,,,
,Safety,J. Cole,,,
,Who Knows,Daniel Caesar,,,
,Rendezvous,Don ToliverFeaturing Yeat,,,
,Pop Dat Thang,DaBaby,,,
,Bloodline,Alex WarrenWithJelly Roll,,,
,Gemstone,Don Toliver,,,
,Call Back,Don Toliver,,,
,Velda,"Bad Bunny, Omar Courtz & Dei V",,,
,Excavator,Don Toliver,,,
,Four Seasons.,Brent Faiyaz,,,
,You Stole The Show,Sienna Spiro,,,
,Cafe Con Ron,Bad Bunny& Los Pleneros de La Cresta,,,
,Chains Of Love,Charli xcx,,,
,Strangers.,Brent Faiyaz,,,
,Plastic Cigarette,Zach Bryan,,,
,Ends Of The Earth,Ty Myers,,,
,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",,,
,Run A Train,J. Cole&Future,,,
,Raindance,Dave&Tems,,,
,Bombs In The Ville/Hit The Gas,J. Cole,,,
,Ain't A Bad Life,Thomas RhettFeaturingJordan Davis,,,
,Let Alone The One You Love,Olivia Dean,,,
,Fame Is A Gun,Addison Rae,,,
,The Let Out,J. Cole,,,
,Favorite Country Song,HARDY,,,
,Droga Letal,"Junior H, Gael Valenzuela &Peso Pluma",,,
