Title,Artist,Playcount,URL
Aperture,Harry Styles,1730845,https://www.last.fm/music/Harry+Styles/_/Aperture
Stateside + Zara Larsson,PinkPantheress,6098301,https://www.last.fm/music/PinkPantheress/_/Stateside+%252B+Zara+Larsson
End of Beginning,Djo,30710433,https://www.last.fm/music/Djo/_/End+of+Beginning
Fame Is a Gun,Addison Rae,14986302,https://www.last.fm/music/Addison+Rae/_/Fame+Is+a+Gun
WHERE IS MY HUSBAND!,RAYE,7515128,https://www.last.fm/music/RAYE/_/WHERE+IS+MY+HUSBAND%21
The Fate of Ophelia,Taylor Swift,20680813,https://www.last.fm/music/Taylor+Swift/_/The+Fate+of+Ophelia
Lush Life,Zara Larsson,11536684,https://www.last.fm/music/Zara+Larsson/_/Lush+Life
Midnight Sun,Zara Larsson,7482339,https://www.last.fm/music/Zara+Larsson/_/Midnight+Sun
back to friends,sombr,20924360,https://www.last.fm/music/sombr/_/back+to+friends
HELICOPTER,A$AP Rocky,1487242,https://www.last.fm/music/A$AP+Rocky/_/HELICOPTER
STAY HERE 4 LIFE (feat. Brent Faiyaz),A$AP Rocky,425160,https://www.last.fm/music/A$AP+Rocky/_/STAY+HERE+4+LIFE+(feat.+Brent+Faiyaz)
4 Raws,EsDeeKid,6463110,https://www.last.fm/music/EsDeeKid/_/4+Raws
I Thought I Saw Your Face Today,She & Him,5415309,https://www.last.fm/music/She+&+Him/_/I+Thought+I+Saw+Your+Face+Today
Creep,Radiohead,57017775,https://www.last.fm/music/Radiohead/_/Creep
The Less I Know the Better,Tame Impala,45361803,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better
No One Noticed,The Marías,29879115,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed
"Lover, You Should've Come Over",Jeff Buckley,28465949,"https://www.last.fm/music/Jeff+Buckley/_/Lover,+You+Should%27ve+Come+Over"
STOLE YA FLOW,A$AP Rocky,1023292,https://www.last.fm/music/A$AP+Rocky/_/STOLE+YA+FLOW
Sienna,The Marías,16979911,https://www.last.fm/music/The+Mar%C3%ADas/_/Sienna
"Good Luck, Babe!",Chappell Roan,56694994,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21"
505,Arctic Monkeys,54998211,https://www.last.fm/music/Arctic+Monkeys/_/505
Let Down,Radiohead,37282025,https://www.last.fm/music/Radiohead/_/Let+Down
So Easy (To Fall In Love),Olivia Dean,5282544,https://www.last.fm/music/Olivia+Dean/_/So+Easy+(To+Fall+In+Love)
Manchild,Sabrina Carpenter,19947231,https://www.last.fm/music/Sabrina+Carpenter/_/Manchild
I Just Might,Bruno Mars,1322687,https://www.last.fm/music/Bruno+Mars/_/I+Just+Might
Every Breath You Take,The Police,24940202,https://www.last.fm/music/The+Police/_/Every+Breath+You+Take
Lovers Rock,TV Girl,47601756,https://www.last.fm/music/TV+Girl/_/Lovers+Rock
Man I Need,Olivia Dean,6368486,https://www.last.fm/music/Olivia+Dean/_/Man+I+Need
Duvet,bôa,38483120,https://www.last.fm/music/b%C3%B4a/_/Duvet
Sweater Weather,The Neighbourhood,47580498,https://www.last.fm/music/The+Neighbourhood/_/Sweater+Weather
Tears,Sabrina Carpenter,12944969,https://www.last.fm/music/Sabrina+Carpenter/_/Tears
Iris,The Goo Goo Dolls,28885791,https://www.last.fm/music/The+Goo+Goo+Dolls/_/Iris
Playa,A$AP Rocky,737455,https://www.last.fm/music/A$AP+Rocky/_/Playa
Punk Rocky,A$AP Rocky,1641157,https://www.last.fm/music/A$AP+Rocky/_/Punk+Rocky
Feel Good Inc.,Gorillaz,37664642,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.
Gabriela,KATSEYE,15383649,https://www.last.fm/music/KATSEYE/_/Gabriela
BIRDS OF A FEATHER,Billie Eilish,52836328,https://www.last.fm/music/Billie+Eilish/_/BIRDS+OF+A+FEATHER
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,16954218,https://www.last.fm/music/A$AP+Rocky/_/I+Smoked+Away+My+Brain+(I%27m+God+x+Demons+Mashup)+(feat.+Imogen+Heap+&+Clams+Casino)
Sports car,Tate McRae,19826833,https://www.last.fm/music/Tate+McRae/_/Sports+car
Dreams - 2004 Remaster,Fleetwood Mac,26211880,https://www.last.fm/music/Fleetwood+Mac/_/Dreams+-+2004+Remaster
Sparks,Coldplay,35891821,https://www.last.fm/music/Coldplay/_/Sparks
As It Was,Harry Styles,40556682,https://www.last.fm/music/Harry+Styles/_/As+It+Was
No Surprises,Radiohead,52592775,https://www.last.fm/music/Radiohead/_/No+Surprises
No Pole,Don Toliver,15713793,https://www.last.fm/music/Don+Toliver/_/No+Pole
All I Need,Radiohead,38865367,https://www.last.fm/music/Radiohead/_/All+I+Need
Mr. Brightside,The Killers,48379526,https://www.last.fm/music/The+Killers/_/Mr.+Brightside
Dracula,Tame Impala,6892398,https://www.last.fm/music/Tame+Impala/_/Dracula
Pink + White,Frank Ocean,56993361,https://www.last.fm/music/Frank+Ocean/_/Pink+%252B+White
LES,Childish Gambino,24585975,https://www.last.fm/music/Childish+Gambino/_/LES
Flashing Lights,Kanye West,34827452,https://www.last.fm/music/Kanye+West/_/Flashing+Lights
Into You,Ariana Grande,25053449,https://www.last.fm/music/Ariana+Grande/_/Into+You
Everybody Wants to Rule the World,Tears for Fears,30426809,https://www.last.fm/music/Tears+for+Fears/_/Everybody+Wants+to+Rule+the+World
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,28701469,https://www.last.fm/music/The+Smiths/_/There+Is+a+Light+That+Never+Goes+Out+-+2011+Remaster
Phantom,EsDeeKid,6380495,https://www.last.fm/music/EsDeeKid/_/Phantom
Adore You,Harry Styles,19569938,https://www.last.fm/music/Harry+Styles/_/Adore+You
Order of Protection,A$AP Rocky,747661,https://www.last.fm/music/A$AP+Rocky/_/Order+of+Protection
12 to 12,sombr,7065161,https://www.last.fm/music/sombr/_/12+to+12
Timeless (Feat Playboi Carti),The Weeknd,12304237,https://www.last.fm/music/The+Weeknd/_/Timeless+(Feat+Playboi+Carti)
Opening Night,Arctic Monkeys,364429,https://www.last.fm/music/Arctic+Monkeys/_/Opening+Night
Headlock,Imogen Heap,24257162,https://www.last.fm/music/Imogen+Heap/_/Headlock
Apocalypse,Cigarettes After Sex,40082138,https://www.last.fm/music/Cigarettes+After+Sex/_/Apocalypse
LAST OF A DYING BREED,Joji,427739,https://www.last.fm/music/Joji/_/LAST+OF+A+DYING+BREED
Sailor Song,Gigi Perez,25533426,https://www.last.fm/music/Gigi+Perez/_/Sailor+Song
One Dance,Drake,21322624,https://www.last.fm/music/Drake/_/One+Dance
NO TRESPASSING,A$AP Rocky,693930,https://www.last.fm/music/A$AP+Rocky/_/NO+TRESPASSING
Espresso,Sabrina Carpenter,52900269,https://www.last.fm/music/Sabrina+Carpenter/_/Espresso
Von dutch,Charli xcx,29745501,https://www.last.fm/music/Charli+xcx/_/Von+dutch
DON'T BE DUMB / TRIP BABY,A$AP Rocky,702779,https://www.last.fm/music/A$AP+Rocky/_/DON%27T+BE+DUMB+%2F+TRIP+BABY
The Chain - 2004 Remaster,Fleetwood Mac,20897426,https://www.last.fm/music/Fleetwood+Mac/_/The+Chain+-+2004+Remaster
Back to the Old House - 2011 Remaster,The Smiths,21045227,https://www.last.fm/music/The+Smiths/_/Back+to+the+Old+House+-+2011+Remaster
Purple Rain,Prince,6795951,https://www.last.fm/music/Prince/_/Purple+Rain
Borderline,Tame Impala,27400071,https://www.last.fm/music/Tame+Impala/_/Borderline
