Title,Artist,Playcount,URL
EVIL J0RDAN,Playboi Carti,4273657,https://www.last.fm/music/Playboi+Carti/_/EVIL+J0RDAN
"Good Luck, Babe!",Chappell Roan,42499668,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21"
BIRDS OF A FEATHER,Billie Eilish,39134897,https://www.last.fm/music/Billie+Eilish/_/BIRDS+OF+A+FEATHER
The Giver,Chappell Roan,3322392,https://www.last.fm/music/Chappell+Roan/_/The+Giver
luther (with SZA),Kendrick Lamar,15518381,https://www.last.fm/music/Kendrick+Lamar/_/luther+(with+SZA)
DENIAL IS A RIVER,Doechii,9809767,https://www.last.fm/music/Doechii/_/DENIAL+IS+A+RIVER
espresso,Sabrina Carpenter,41596951,https://www.last.fm/music/Sabrina+Carpenter/_/espresso
Pop Out,Playboi Carti,2369829,https://www.last.fm/music/Playboi+Carti/_/Pop+Out
MOJO JOJO,Playboi Carti,2305620,https://www.last.fm/music/Playboi+Carti/_/MOJO+JOJO
K POP,Playboi Carti,2170057,https://www.last.fm/music/Playboi+Carti/_/K+POP
See You Again (feat. Kali Uchis),"Tyler, the Creator",42336585,"https://www.last.fm/music/Tyler,+the+Creator/_/See+You+Again+(feat.+Kali+Uchis)"
Abracadabra,Lady Gaga,12264367,https://www.last.fm/music/Lady+Gaga/_/Abracadabra
RATHER LIE (with The Weeknd),Playboi Carti,3443194,https://www.last.fm/music/Playboi+Carti/_/RATHER+LIE+(with+The+Weeknd)
No One Noticed,The Marías,14131436,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed
Die With A Smile,Lady Gaga,21226196,https://www.last.fm/music/Lady+Gaga/_/Die+With+A+Smile
Fine SHIT,Playboi Carti,2210495,https://www.last.fm/music/Playboi+Carti/_/Fine+SHIT
Pink Pony Club,Chappell Roan,17216686,https://www.last.fm/music/Chappell+Roan/_/Pink+Pony+Club
RADAR,Playboi Carti,2126965,https://www.last.fm/music/Playboi+Carti/_/RADAR
tAsTe,Sabrina Carpenter,20651119,https://www.last.fm/music/Sabrina+Carpenter/_/tAsTe
guess featuring billie eilish,Charli XCX,19230788,https://www.last.fm/music/Charli+XCX/_/guess+featuring+billie+eilish
Timeless (Feat Playboi Carti),The Weeknd,2972609,https://www.last.fm/music/The+Weeknd/_/Timeless+(Feat+Playboi+Carti)
All The Stars (with SZA),Kendrick Lamar,23232176,https://www.last.fm/music/Kendrick+Lamar/_/All+The+Stars+(with+SZA)
CRUSH,Playboi Carti,791901,https://www.last.fm/music/Playboi+Carti/_/CRUSH
505,Arctic Monkeys,42340170,https://www.last.fm/music/Arctic+Monkeys/_/505
Headlock,Imogen Heap,13931298,https://www.last.fm/music/Imogen+Heap/_/Headlock
Pink + White,Frank Ocean,46744648,https://www.last.fm/music/Frank+Ocean/_/Pink+%252B+White
Not Like Us,Kendrick Lamar,22907955,https://www.last.fm/music/Kendrick+Lamar/_/Not+Like+Us
HOT TO GO!,Chappell Roan,24457941,https://www.last.fm/music/Chappell+Roan/_/HOT+TO+GO%21
Anxiety,Doechii,2104054,https://www.last.fm/music/Doechii/_/Anxiety
Like Him (feat. Lola Young),"Tyler, the Creator",12154361,"https://www.last.fm/music/Tyler,+the+Creator/_/Like+Him+(feat.+Lola+Young)"
