Rank,Title,Artist,Last Week,Peak Position,Weeks on Chart
1,Ordinary,Alex Warren,2,1,19
2,Manchild,Sabrina Carpenter,1,1,2
3,What I Want,Morgan Wallen Featuring Tate McRae,3,1,5
4,Just In Case,Morgan Wallen,4,2,13
5,Luther,Kendrick Lamar & SZA,5,1,30
6,I'm The Problem,Morgan Wallen,6,2,20
7,A Bar Song (Tipsy),Shaboozey,7,1,62
8,Die With A Smile,Lady Gaga & Bruno Mars,8,1,44
9,Lose Control,Teddy Swims,9,1,96
10,Beautiful Things,Benson Boone,10,2,73
11,Pink Pony Club,Chappell Roan,11,4,53
12,Mutt,Leon Thomas,14,12,20
13,I Had Some Help,Post Malone Featuring Morgan Wallen,15,1,58
14,Nokia,Drake,12,2,18
15,Birds Of A Feather,Billie Eilish,16,2,57
16,Espresso,Sabrina Carpenter,17,3,62
17,Love Me Not,Ravyn Lenae,23,17,12
18,Anxiety,Doechii,13,9,15
19,All The Way,BigXthaPlug Featuring Bailey Zimmerman,19,4,11
20,Blue Strips,Jessie Murph,18,15,10
21,Worst Way,Riley Green,20,20,23
22,Love Somebody,Morgan Wallen,22,1,35
23,Weren't For The Wind,Ella Langley,28,23,20
24,30 For 30,SZA With Kendrick Lamar,26,10,26
25,APT.,ROSE & Bruno Mars,24,3,35
26,I Got Better,Morgan Wallen,21,7,5
27,Sorry I'm Here For Someone Else,Benson Boone,31,27,16
28,Mystical Magical,Benson Boone,30,28,8
29,Undressed,sombr,34,25,11
30,Good News,Shaboozey,39,30,30
31,Back To Friends,sombr,32,31,12
32,20 Cigarettes,Morgan Wallen,29,20,5
33,Sports Car,Tate McRae,27,16,21
34,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,25,8,9
35,That's So True,Gracie Abrams,35,6,35
36,Timeless,The Weeknd & Playboi Carti,33,3,38
37,Burning Blue,Mariah The Scientist,40,25,7
38,Dark Thoughts,Lil Tecca,63,28,14
39,Messy,Lola Young,37,14,29
40,Killin' It Girl,j-hope & GloRilla,-,40,1
41,Superman,Morgan Wallen,38,8,6
42,Abracadabra,Lady Gaga,41,13,20
43,TV Off,Kendrick Lamar Featuring Lefty Gunplay,43,2,30
44,Wildflower,Billie Eilish,44,17,53
45,Backup Plan,Bailey Zimmerman & Luke Combs,48,36,7
46,No One Noticed,The Marias,47,22,38
47,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",55,47,5
48,Cry For Me,The Weeknd,46,12,20
49,Squabble Up,Kendrick Lamar,50,1,30
50,Happen To Me,Russell Dickerson,49,49,9
51,OWA OWA,Lil Tecca,69,50,3
52,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,75,40,18
53,After All The Bars Are Closed,Thomas Rhett,58,53,8
54,Somebody Loves Me,PARTYNEXTDOOR & Drake,57,30,18
55,Bloodline,Alex Warren With Jelly Roll,53,32,4
56,Typa,GloRilla,42,42,2
57,Azizam,Ed Sheeran,59,28,11
58,TN,Morgan Wallen,52,31,5
59,Just Keep Watching,Tate McRae,51,33,3
60,Backseat Driver,Kane Brown,76,60,15
61,Indigo,Sam Barber Featuring Avery Anna,67,40,28
62,Party 4 U,Charli xcx,64,55,9
63,Whim Whamiee,PLUTO & YKNIECE,66,51,9
64,Amen,Shaboozey & Jelly Roll,81,64,8
65,Your Way's Better,Forrest Frank,68,61,9
66,Dark Til Daylight,Morgan Wallen,60,49,5
67,I'm A Little Crazy,Morgan Wallen,70,17,13
68,Peekaboo,Kendrick Lamar Featuring AzChike,72,13,30
69,Lemon Drop,ATEEZ,-,69,1
70,Won't Stop,Gunna,-,70,1
71,Touch Me Like A Gangster,Jessie Murph,56,56,2
72,Marlboro Rojo,Fuerza Regida,77,71,6
73,Tu Sancho,Fuerza Regida,83,73,3
74,Rather Lie,Playboi Carti & The Weeknd,80,4,14
75,House Again,Hudson Westbrook,78,72,9
76,Folded,Kehlani,-,76,1
77,Fix What You Didn't Break,Nate Smith,88,64,12
78,Half The Plot,Lil Tecca,-,78,1
79,Eyes Are Closed,Morgan Wallen,71,22,5
80,Me Jalo,Fuerza Regida & Grupo Frontera,86,48,18
81,EOO,Bad Bunny,92,24,22
82,Thought It Was Love,Ty Myers,82,79,5
83,Sapphire,Ed Sheeran,74,74,2
84,Where'd That Girl Go,Morgan Wallen,79,32,5
85,Nice To Meet You,Myles Smith,99,85,3
86,Kick Myself,Morgan Wallen,84,21,5
87,Kiss Her In Front Of You,Morgan Wallen,91,34,5
88,Twilight Zone,Ariana Grande,-,18,11
89,Holy Blindfold,Chris Brown,-,89,1
90,"Skoal, Chevy, And Browning",Morgan Wallen,85,29,5
91,Hip-Hop,Lil Wayne & BigXthaPlug Featuring Jay Jones,36,36,2
92,Por Esos Ojos,Fuerza Regida,100,64,13
93,Sparks,Coldplay,-,93,1
94,If You Were Mine,Morgan Wallen,89,41,5
95,Fame Is A Gun,Addison Rae,73,73,3
96,Better Me For You (Brown Eyes),Max McNown,-,96,2
97,Single Again,Josh Ross,-,97,1
98,Gnarly,KATSEYE,90,90,3
99,Cliche,mgk,94,62,4
100,Falling Apart,Morgan Wallen,87,25,5
