Title,Artist,Playcount,URL
Stateside + Zara Larsson,PinkPantheress,20027655,https://www.last.fm/music/PinkPantheress/_/Stateside+%252B+Zara+Larsson
drop dead,Olivia Rodrigo,6382343,https://www.last.fm/music/Olivia+Rodrigo/_/drop+dead
Beauty and a Beat,Justin Bieber,16642895,https://www.last.fm/music/Justin+Bieber/_/Beauty+and+a+Beat
Earrings,Malcolm Todd,8919120,https://www.last.fm/music/Malcolm+Todd/_/Earrings
Babydoll,Dominic Fike,25292200,https://www.last.fm/music/Dominic+Fike/_/Babydoll
Billie Jean,Michael Jackson,25990547,https://www.last.fm/music/Michael+Jackson/_/Billie+Jean
Beat It,Michael Jackson,18834016,https://www.last.fm/music/Michael+Jackson/_/Beat+It
Midnight Sun,Zara Larsson,12479663,https://www.last.fm/music/Zara+Larsson/_/Midnight+Sun
Manchild,Sabrina Carpenter,25496641,https://www.last.fm/music/Sabrina+Carpenter/_/Manchild
SWIM,BTS,141328488,https://www.last.fm/music/BTS/_/SWIM
Fame Is a Gun,Addison Rae,20659799,https://www.last.fm/music/Addison+Rae/_/Fame+Is+a+Gun
The Less I Know the Better,Tame Impala,48661494,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better
Dracula - JENNIE remix,Tame Impala,4760806,https://www.last.fm/music/Tame+Impala/_/Dracula+-+JENNIE+remix
Body to Body,BTS,42191596,https://www.last.fm/music/BTS/_/Body+to+Body
House Tour,Sabrina Carpenter,13158553,https://www.last.fm/music/Sabrina+Carpenter/_/House+Tour
Dracula,Tame Impala,11276618,https://www.last.fm/music/Tame+Impala/_/Dracula
Hooligan,BTS,40326222,https://www.last.fm/music/BTS/_/Hooligan
2.0,BTS,39847026,https://www.last.fm/music/BTS/_/2.0
FYA,BTS,38769341,https://www.last.fm/music/BTS/_/FYA
505,Arctic Monkeys,58053041,https://www.last.fm/music/Arctic+Monkeys/_/505
Creep,Radiohead,60498133,https://www.last.fm/music/Radiohead/_/Creep
Mr. Brightside,The Killers,51163499,https://www.last.fm/music/The+Killers/_/Mr.+Brightside
back to friends,sombr,24871666,https://www.last.fm/music/sombr/_/back+to+friends
they don’t know ’bout us,BTS,36673922,https://www.last.fm/music/BTS/_/they+don%E2%80%99t+know+%E2%80%99bout+us
End of Beginning,Djo,34759175,https://www.last.fm/music/Djo/_/End+of+Beginning
Confident,Justin Bieber,13287243,https://www.last.fm/music/Justin+Bieber/_/Confident
Don't Stop 'Til You Get Enough,Michael Jackson,7789915,https://www.last.fm/music/Michael+Jackson/_/Don%27t+Stop+%27Til+You+Get+Enough
PINKY UP,KATSEYE,3159388,https://www.last.fm/music/KATSEYE/_/PINKY+UP
"Good Luck, Babe!",Chappell Roan,60028798,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21"
Aliens,BTS,38600081,https://www.last.fm/music/BTS/_/Aliens
Like Animals,BTS,37644673,https://www.last.fm/music/BTS/_/Like+Animals
"Lover, You Should've Come Over",Jeff Buckley,31823742,"https://www.last.fm/music/Jeff+Buckley/_/Lover,+You+Should%27ve+Come+Over"
No One Noticed,The Marías,33525947,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed
NORMAL,BTS,39781045,https://www.last.fm/music/BTS/_/NORMAL
See You Again (feat. Kali Uchis),"Tyler, The Creator",57559365,"https://www.last.fm/music/Tyler,+The+Creator/_/See+You+Again+(feat.+Kali+Uchis)"
Sweet Boy,Malcolm Todd,9910101,https://www.last.fm/music/Malcolm+Todd/_/Sweet+Boy
The One That Got Away,Katy Perry,20139445,https://www.last.fm/music/Katy+Perry/_/The+One+That+Got+Away
Please,BTS,36252249,https://www.last.fm/music/BTS/_/Please
Iris,The Goo Goo Dolls,31467420,https://www.last.fm/music/The+Goo+Goo+Dolls/_/Iris
Merry Go Round,BTS,37171910,https://www.last.fm/music/BTS/_/Merry+Go+Round
Sienna,The Marías,20492740,https://www.last.fm/music/The+Mar%C3%ADas/_/Sienna
