Title,Artist,Playcount,URL
Tears,Sabrina Carpenter,2963961,https://www.last.fm/music/Sabrina+Carpenter/_/Tears
Manchild,Sabrina Carpenter,11853408,https://www.last.fm/music/Sabrina+Carpenter/_/Manchild
My Man on Willpower,Sabrina Carpenter,2058764,https://www.last.fm/music/Sabrina+Carpenter/_/My+Man+on+Willpower
When Did You Get Hot?,Sabrina Carpenter,2263732,https://www.last.fm/music/Sabrina+Carpenter/_/When+Did+You+Get+Hot%3F
Nobody’s Son,Sabrina Carpenter,2065580,https://www.last.fm/music/Sabrina+Carpenter/_/Nobody%E2%80%99s+Son
Sugar Talking,Sabrina Carpenter,1985764,https://www.last.fm/music/Sabrina+Carpenter/_/Sugar+Talking
The Subway,Chappell Roan,8833031,https://www.last.fm/music/Chappell+Roan/_/The+Subway
House Tour,Sabrina Carpenter,2074764,https://www.last.fm/music/Sabrina+Carpenter/_/House+Tour
Go Go Juice,Sabrina Carpenter,1869099,https://www.last.fm/music/Sabrina+Carpenter/_/Go+Go+Juice
We Almost Broke Up Again Last Night,Sabrina Carpenter,1745519,https://www.last.fm/music/Sabrina+Carpenter/_/We+Almost+Broke+Up+Again+Last+Night
Never Getting Laid,Sabrina Carpenter,1685007,https://www.last.fm/music/Sabrina+Carpenter/_/Never+Getting+Laid
Goodbye,Sabrina Carpenter,1611408,https://www.last.fm/music/Sabrina+Carpenter/_/Goodbye
SUGAR ON MY TONGUE,"Tyler, The Creator",5268293,"https://www.last.fm/music/Tyler,+The+Creator/_/SUGAR+ON+MY+TONGUE"
back to friends,sombr,13139779,https://www.last.fm/music/sombr/_/back+to+friends
Don’t Worry I’ll Make You Worry,Sabrina Carpenter,1463003,https://www.last.fm/music/Sabrina+Carpenter/_/Don%E2%80%99t+Worry+I%E2%80%99ll+Make+You+Worry
Gabriela,KATSEYE,8050891,https://www.last.fm/music/KATSEYE/_/Gabriela
Golden,HUNTR/X,8302016,https://www.last.fm/music/HUNTR%2FX/_/Golden
"Good Luck, Babe!",Chappell Roan,51735160,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21"
