Title,Artist,Playcount,URL
Stateside + Zara Larsson,PinkPantheress,13927155,https://www.last.fm/music/PinkPantheress/_/Stateside+%252B+Zara+Larsson
American Girls,Harry Styles,1826451,https://www.last.fm/music/Harry+Styles/_/American+Girls
Fame Is a Gun,Addison Rae,18153482,https://www.last.fm/music/Addison+Rae/_/Fame+Is+a+Gun
Babydoll,Dominic Fike,21569737,https://www.last.fm/music/Dominic+Fike/_/Babydoll
Taste Back,Harry Styles,1541396,https://www.last.fm/music/Harry+Styles/_/Taste+Back
"Ready, Steady, Go!",Harry Styles,1530655,"https://www.last.fm/music/Harry+Styles/_/Ready,+Steady,+Go%21"
Aperture,Harry Styles,4734236,https://www.last.fm/music/Harry+Styles/_/Aperture
Coming Up Roses,Harry Styles,1391563,https://www.last.fm/music/Harry+Styles/_/Coming+Up+Roses
Dracula,Tame Impala,8875683,https://www.last.fm/music/Tame+Impala/_/Dracula
Midnight Sun,Zara Larsson,10356491,https://www.last.fm/music/Zara+Larsson/_/Midnight+Sun
Manchild,Sabrina Carpenter,22680922,https://www.last.fm/music/Sabrina+Carpenter/_/Manchild
DtMF,Bad Bunny,15372109,https://www.last.fm/music/Bad+Bunny/_/DtMF
POP,Harry Styles,1405472,https://www.last.fm/music/Harry+Styles/_/POP
Are you listening yet?,Harry Styles,1340532,https://www.last.fm/music/Harry+Styles/_/Are+you+listening+yet%3F
End of Beginning,Djo,33045985,https://www.last.fm/music/Djo/_/End+of+Beginning
The Waiting Game,Harry Styles,1253032,https://www.last.fm/music/Harry+Styles/_/The+Waiting+Game
"Good Luck, Babe!",Chappell Roan,58416277,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21"
The Less I Know the Better,Tame Impala,46942489,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better
Dance No More,Harry Styles,1229570,https://www.last.fm/music/Harry+Styles/_/Dance+No+More
Season 2 Weight Loss,Harry Styles,1266669,https://www.last.fm/music/Harry+Styles/_/Season+2+Weight+Loss
So Easy (To Fall In Love),Olivia Dean,7481296,https://www.last.fm/music/Olivia+Dean/_/So+Easy+(To+Fall+In+Love)
WHERE IS MY HUSBAND!,RAYE,9490607,https://www.last.fm/music/RAYE/_/WHERE+IS+MY+HUSBAND%21
Creep,Radiohead,58797141,https://www.last.fm/music/Radiohead/_/Creep
back to friends,sombr,22990967,https://www.last.fm/music/sombr/_/back+to+friends
Carla's Song,Harry Styles,1140903,https://www.last.fm/music/Harry+Styles/_/Carla%27s+Song
NUEVAYoL,Bad Bunny,11753620,https://www.last.fm/music/Bad+Bunny/_/NUEVAYoL
505,Arctic Monkeys,56495515,https://www.last.fm/music/Arctic+Monkeys/_/505
No One Noticed,The Marías,31827535,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed
Paint By Numbers,Harry Styles,983326,https://www.last.fm/music/Harry+Styles/_/Paint+By+Numbers
Feel Good Inc.,Gorillaz,38829230,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.
Sienna,The Marías,18869218,https://www.last.fm/music/The+Mar%C3%ADas/_/Sienna
Lush Life,Zara Larsson,13101531,https://www.last.fm/music/Zara+Larsson/_/Lush+Life
Man I Need,Olivia Dean,8413307,https://www.last.fm/music/Olivia+Dean/_/Man+I+Need
BAILE INoLVIDABLE,Bad Bunny,12116397,https://www.last.fm/music/Bad+Bunny/_/BAILE+INoLVIDABLE
The Fate of Ophelia,Taylor Swift,23267604,https://www.last.fm/music/Taylor+Swift/_/The+Fate+of+Ophelia
Let Down,Radiohead,39025593,https://www.last.fm/music/Radiohead/_/Let+Down
Lovers Rock,TV Girl,48969823,https://www.last.fm/music/TV+Girl/_/Lovers+Rock
Mr. Brightside,The Killers,49694156,https://www.last.fm/music/The+Killers/_/Mr.+Brightside
I Thought I Saw Your Face Today,She & Him,7226085,https://www.last.fm/music/She+&+Him/_/I+Thought+I+Saw+Your+Face+Today
See You Again (feat. Kali Uchis),"Tyler, The Creator",55917419,"https://www.last.fm/music/Tyler,+The+Creator/_/See+You+Again+(feat.+Kali+Uchis)"
