Rank,Title,Artist,Last Week,Peak Position,Weeks on Chart
1,Janice STFU,Drake,Janice STFUDrake,-,1
,Ran To Atlanta,DrakeFeauringFuture& Molly Santana,,,
,Whisper My Name,Drake,,,
,Shabang,Drake,,,
,Choosin' Texas,Ella Langley,,,
,National Treasures,Drake,,,
,Make Them Cry,Drake,,,
,Dust,Drake,,,
,2 Hard 4 The Radio,Drake,,,
,Make Them Pay,Drake,,,
,Plot Twist,Drake,,,
,B's On The Table,DrakeFeaturing21 Savage,,,
,Burning Bridges,Drake,,,
,Be Her,Ella Langley,,,
,What Did I Miss?,Drake,,,
,I Just Might,Bruno Mars,,,
,Man I Need,Olivia Dean,,,
,Little Birdie,Drake,,,
,Make Them Remember,Drake,,,
,So Easy (To Fall In Love),Olivia Dean,,,
,Make Them Know,Drake,,,
,Hoe Phase,Drake,,,
,Don’t Worry,Drake,,,
,I Can't Love You Anymore,Ella Langley&Morgan Wallen,,,
,Dracula,Tame Impala&JENNIE,,,
,Risk It All,Bruno Mars,,,
,Stateside,PinkPantheressWithZara Larsson,,,
,WNBA,Drake,,,
,Folded,Kehlani,,,
,Drop Dead,Olivia Rodrigo,,,
,Firm Friends,Drake,,,
,Billie Jean,Michael Jackson,,,
,Boston,Stella Lefty,,,
,I'm Spent,DrakeFeaturing Loe Shimmy,,,
,Classic,Drake,,,
,Fortworth,DrakeFeaturingPARTYNEXTDOOR,,,
,Sleepless In A Hotel Room,Luke Combs,,,
,Midnight Sun,Zara Larsson,,,
,Slap The City,Drake& Qendresa,,,
,Homewrecker,sombr,,,
,Cheetah Print,Drake&Sexyy Red,,,
,Road Trips,Drake,,,
,High Fives,Drake,,,
,Human Nature,Michael Jackson,,,
,Earrings,Malcolm Todd,,,
,Babydoll,Dominic Fike,,,
,Beat It,Michael Jackson,,,
,Hit The Wall,Gracie Abrams,,,
,Change My Mind,Riley Green,,,
,E85,Don Toliver,,,
,Pop Dat Thang,DaBaby,,,
,The Great Divide,Noah Kahan,,,
,Loving Life Again,Ella Langley,,,
,Be By You,Luke Combs,,,
,Swim,BTS,,,
,Gen 5,Drake,,,
,White Bone,Drake,,,
,Doors,Noah Kahan,,,
,Brunette,Tucker Wetmore,,,
,Freakin' Out,Dexter And The Moonrocks,,,
,Hurrr Nor Thurrr,DrakeFeaturingSexyy Red,,,
,American Girls,Harry Styles,,,
,Which One,Drake& Central Cee,,,
,Iloveitiloveitiloveit,Bella Kay,,,
,Outside Tweaking,Drake& Stunna Sandy,,,
,Fever Dream,Alex Warren,,,
,True Bestie,Drake& Iconic Savvy,,,
,Body,Don Toliver,,,
,Don't We,Morgan Wallen,,,
,Die On This Hill,Sienna Spiro,,,
,Rusty Intro,Drake,,,
,New Bestie,Drake,,,
,Dandelion,Ella Langley,,,
,BBW,Drake,,,
,Lush Life,Zara Larsson,,,
,Amazing Shape,Drake&Popcaan,,,
,Motion Party,BossMan Dlow,,,
,Bottom Of Your Boots,Ella Langley,,,
,Let 'Em Know,T.I.,,,
,Cinderella,Mac MillerFeaturingTy Dolla $ign,,,
,Elizabeth Taylor,Taylor Swift,,,
,Prioritizing,Drake,,,
,Orbiter,Noah Kahan,,,
,Turn This Truck Around,Jordan Davis,,,
,Q&A,Drake,,,
,Willing And Able,Noah Kahan,,,
,White Keys,Dominic Fike,,,
,Goose And The Juice,Drake,,,
,Don't Tell On Me,Jason Aldean,,,
,Porch Light,Noah Kahan,,,
,Hate How You Look,Josh Ross,,,
,Princess,Drake,,,
,Stuck,Drake,,,
,End Of August,Noah Kahan,,,
,Beautiful Things,Megan Moroney,,,
,Raindance,Dave&Tems,,,
,McArthur,"HARDY,Eric Church,Morgan Wallen&Tim McGraw",,,
,Dry Spell,Kacey Musgraves,,,
,American Cars,Noah Kahan,,,
,Dashboard,Noah Kahan,,,
