Rank,Title,Artist,Last Week,Peak Position,Weeks on Chart
1,Choosin' Texas,Ella Langley,2,1,21
,Man I Need,Olivia Dean,,,
,I Just Might,Bruno Mars,,,
,American Girls,Harry Styles,,,
,Ordinary,Alex Warren,,,
,Stateside,PinkPantheressWithZara Larsson,,,
,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",,,
,The Fate Of Ophelia,Taylor Swift,,,
,Aperture,Harry Styles,,,
,Opalite,Taylor Swift,,,
,So Easy (To Fall In Love),Olivia Dean,,,
,Risk It All,Bruno Mars,,,
,Folded,Kehlani,,,
,Back To Friends,sombr,,,
,"Ready, Steady, Go!",Harry Styles,,,
,DTMF,Bad Bunny,,,
,Taste Back,Harry Styles,,,
,Coming Up Roses,Harry Styles,,,
,Where Is My Husband!,RAYE,,,
,Be Her,Ella Langley,,,
,Sleepless In A Hotel Room,Luke Combs,,,
,E85,Don Toliver,,,
,Pop,Harry Styles,,,
,Be By You,Luke Combs,,,
,Are You Listening Yet?,Harry Styles,,,
,Dance No More,Harry Styles,,,
,Yukon,Justin Bieber,,,
,The Waiting Game,Harry Styles,,,
,Iloveitiloveitiloveit,Bella Kay,,,
,Season 2 Weight Loss,Harry Styles,,,
,Body,Don Toliver,,,
,Babydoll,Dominic Fike,,,
,Homewrecker,sombr,,,
,What You Saying,Lil Uzi Vert,,,
,Baile Inolvidable,Bad Bunny,,,
,Die On This Hill,Sienna Spiro,,,
,Dracula,Tame Impala,,,
,Carla's Song,Harry Styles,,,
,Amen,Shaboozey&Jelly Roll,,,
,Fever Dream,Alex Warren,,,
,The Fall,Cody Johnson,,,
,The Great Divide,Noah Kahan,,,
,Better Me For You (Brown Eyes),Max McNown,,,
,Nuevayol,Bad Bunny,,,
,Paint By Numbers,Harry Styles,,,
,Tit For Tat,Tate McRae,,,
,Let 'Em Know,T.I.,,,
,It Depends,Chris BrownFeaturingBryson Tiller,,,
,Midnight Sun,Zara Larsson,,,
,Lush Life,Zara Larsson,,,
,Brunette,Tucker Wetmore,,,
,McArthur,"HARDY,Eric Church,Morgan Wallen&Tim McGraw",,,
,White Keys,Dominic Fike,,,
,A Couple Minutes,Olivia Dean,,,
,Chanel,Tyla,,,
,Days Like These,Luke Combs,,,
,I Ain't Coming Back,Morgan WallenFeaturingPost Malone,,,
,Beautiful Things,Megan Moroney,,,
,When Did You Get Hot?,Sabrina Carpenter,,,
,Dandelion,Ella Langley,,,
,Change My Mind,Riley Green,,,
,Pop Dat Thang,DaBaby,,,
,Raindance,Dave&Tems,,,
,Wish I Didn't,Megan Moroney,,,
,Travelin' Soldier,Cody Johnson,,,
,Say Why,Zach Bryan,,,
,God Was Showing Off,Bruno Mars,,,
,Butterflies.,Brent Faiyaz,,,
,Cha Cha Cha,Bruno Mars,,,
,Dance With Me,Bruno Mars,,,
,Turn This Truck Around,Jordan Davis,,,
,Ain't A Bad Life,Thomas RhettFeaturingJordan Davis,,,
,Ends Of The Earth,Ty Myers,,,
,Elizabeth Taylor,Taylor Swift,,,
,What He'll Never Have,Dylan Scott,,,
,Why You Wanna Fight?,Bruno Mars,,,
,Time's Ticking,Justin Moore,,,
,Secondhand,Don ToliverFeaturingRema,,,
,Nice To Each Other,Olivia Dean,,,
,Plastic Cigarette,Zach Bryan,,,
,I Thought I Saw Your Face Today,She & Him,,,
,Who Knows,Daniel Caesar,,,
,ATM,Don Toliver,,,
,Medicine,Megan Moroney,,,
,4 Raws,EsDeeKid,,,
,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",,,
,FDO,Pooh Shiesty,,,
,Tiramisu,Don Toliver,,,
,On My Soul,Bruno Mars,,,
,Earrings,Malcolm Todd,,,
,Gemstone,Don Toliver,,,
,Watching Us,Wale& Leon Thomas,,,
,Something Serious,Bruno Mars,,,
,Mrs. Trendsetter,Lil Baby,,,
,Fame Is A Gun,Addison Rae,,,
,Rocky Mountain Low,Corey Kent &Koe Wetzel,,,
,You Stole The Show,Sienna Spiro,,,
,BOO,H3adband,,,
,In My Room,Julia Wolf,,,
,B B B,JuvenileFeaturing Genesisthegawd Or &Megan Thee Stallion,,,
