Rank,Title,Artist,Last Week,Peak Position,Weeks on Chart
1,Ordinary,Alex Warren,1,1,22
2,What Did I Miss?,Drake,-,2,1
3,What I Want,Morgan Wallen Featuring Tate McRae,2,1,8
4,Just In Case,Morgan Wallen,3,2,16
5,A Bar Song (Tipsy),Shaboozey,4,1,65
6,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",23,6,3
7,Luther,Kendrick Lamar & SZA,6,1,33
8,I'm The Problem,Morgan Wallen,5,2,23
9,Lose Control,Teddy Swims,8,1,99
10,Die With A Smile,Lady Gaga & Bruno Mars,9,1,47
11,Manchild,Sabrina Carpenter,7,1,5
12,Love Me Not,Ravyn Lenae,12,12,15
13,Pink Pony Club,Chappell Roan,10,4,56
14,I Had Some Help,Post Malone Featuring Morgan Wallen,13,1,61
15,Beautiful Things,Benson Boone,11,2,76
16,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",31,16,3
17,Mutt,Leon Thomas,14,12,23
18,Birds Of A Feather,Billie Eilish,15,2,60
19,Espresso,Sabrina Carpenter,16,3,65
20,Mystical Magical,Benson Boone,17,17,11
21,Nokia,Drake,20,2,21
22,Sorry I'm Here For Someone Else,Benson Boone,22,19,19
23,I Got Better,Morgan Wallen,21,7,8
24,All The Way,BigXthaPlug Featuring Bailey Zimmerman,19,4,14
25,Weren't For The Wind,Ella Langley,18,18,23
26,Good News,Shaboozey,29,26,33
27,Blue Strips,Jessie Murph,24,15,13
28,Anxiety,Doechii,25,9,18
29,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",42,29,2
30,APT.,ROSE & Bruno Mars,27,3,38
31,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,-,25,21
32,Undressed,sombr,33,25,14
33,Worst Way,Riley Green,28,20,26
34,Back To Friends,sombr,34,31,15
35,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",49,35,2
36,30 For 30,SZA With Kendrick Lamar,32,10,29
37,Backup Plan,Bailey Zimmerman & Luke Combs,35,35,10
38,Love Somebody,Morgan Wallen,30,1,38
39,Outside,Cardi B,26,10,3
40,Burning Blue,Mariah The Scientist,39,25,10
41,Free,"Rumi, JINU, EJAE & Andrew Choi",58,41,2
42,That's So True,Gracie Abrams,36,6,38
43,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",55,43,2
44,After All The Bars Are Closed,Thomas Rhett,45,44,11
45,Timeless,The Weeknd & Playboi Carti,38,3,41
46,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",44,44,8
47,Messy,Lola Young,41,14,32
48,6 Months Later,Megan Moroney,40,30,3
49,20 Cigarettes,Morgan Wallen,37,20,8
50,No One Noticed,The Marias,50,22,41
51,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",64,51,2
52,Just Keep Watching,Tate McRae,46,33,6
53,River Washed Hair,Zach Bryan,-,53,1
54,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,47,8,12
55,Happen To Me,Russell Dickerson,53,49,12
56,Wildflower,Billie Eilish,51,17,56
57,Superman,Morgan Wallen,52,8,9
58,Amen,Shaboozey & Jelly Roll,56,56,11
59,Azizam,Ed Sheeran,57,28,14
60,Whim Whamiee,PLUTO & YKNIECE,62,51,12
61,Indigo,Sam Barber Featuring Avery Anna,61,40,31
62,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,74,62,3
63,Fix What You Didn't Break,Nate Smith,67,63,15
64,TN,Morgan Wallen,59,31,8
65,House Again,Hudson Westbrook,66,65,12
66,Nuevayol,Bad Bunny,-,8,17
67,Party 4 U,Charli xcx,68,55,12
68,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,65,40,21
69,Your Way's Better,Forrest Frank,69,61,12
70,Dark Thoughts,Lil Tecca,63,28,17
71,Went West,BabyChiefDoit,89,71,2
72,Rather Lie,Playboi Carti & The Weeknd,73,4,17
73,Single Again,Josh Ross,86,73,4
74,Typa,GloRilla,70,42,5
75,Bloodline,Alex Warren With Jelly Roll,76,32,7
76,On My Mind,Alex Warren & ROSE,60,60,2
77,Marlboro Rojo,Fuerza Regida,75,64,9
78,Twilight Zone,Ariana Grande,83,18,14
79,Folded,Kehlani,81,76,4
80,Tu Sancho,Fuerza Regida,71,65,6
81,I'm A Little Crazy,Morgan Wallen,72,17,16
82,Nice To Meet You,Myles Smith,90,82,6
83,Went Legit,G Herbo,95,83,2
84,EOO,Bad Bunny,88,24,25
85,Better Me For You (Brown Eyes),Max McNown,98,85,5
86,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",-,86,1
87,Bar None,Jordan Davis,99,87,2
88,Dark Til Daylight,Morgan Wallen,79,49,8
89,Somewhere Over Laredo,Lainey Wilson,-,88,2
90,Thought It Was Love,Ty Myers,93,79,8
91,Latina Foreva,Karol G,80,66,5
92,This Heart,Corey Kent,92,82,3
93,Hands Of Time,Eric Church,-,70,4
94,Don't We,Morgan Wallen,-,48,5
95,Gabriela,KATSEYE,87,87,3
96,Illegal,PinkPantheress,-,96,1
97,Revolving Door,Tate McRae,-,22,15
98,Country House,Sam Hunt,-,98,1
99,No Broke Boys,Disco Lines & Tinashe,-,99,1
100,Por Esos Ojos,Fuerza Regida,-,64,15
