Title,Artist,Playcount,URL
the cure,Olivia Rodrigo,12816632,https://www.last.fm/music/Olivia+Rodrigo/_/the+cure
stupid song,Olivia Rodrigo,9148993,https://www.last.fm/music/Olivia+Rodrigo/_/stupid+song
Earrings,Malcolm Todd,15159489,https://www.last.fm/music/Malcolm+Todd/_/Earrings
hate that i made you love me,Ariana Grande,12182189,https://www.last.fm/music/Ariana+Grande/_/hate+that+i+made+you+love+me
drop dead,Olivia Rodrigo,16121570,https://www.last.fm/music/Olivia+Rodrigo/_/drop+dead
Stateside + Zara Larsson,PinkPantheress,25026884,https://www.last.fm/music/PinkPantheress/_/Stateside+%252B+Zara+Larsson
expectations,Olivia Rodrigo,6111822,https://www.last.fm/music/Olivia+Rodrigo/_/expectations
maggots for brains,Olivia Rodrigo,6590205,https://www.last.fm/music/Olivia+Rodrigo/_/maggots+for+brains
honeybee,Olivia Rodrigo,6373092,https://www.last.fm/music/Olivia+Rodrigo/_/honeybee
my way,Olivia Rodrigo,6010366,https://www.last.fm/music/Olivia+Rodrigo/_/my+way
u + me = <3,Olivia Rodrigo,5486077,https://www.last.fm/music/Olivia+Rodrigo/_/u+%252B+me+=+%3C3
what’s wrong with me,Olivia Rodrigo,5191247,https://www.last.fm/music/Olivia+Rodrigo/_/what%E2%80%99s+wrong+with+me
Babydoll,Dominic Fike,28654848,https://www.last.fm/music/Dominic+Fike/_/Babydoll
Mr. Brightside,The Killers,53534095,https://www.last.fm/music/The+Killers/_/Mr.+Brightside
less,Olivia Rodrigo,4719269,https://www.last.fm/music/Olivia+Rodrigo/_/less
begged,Olivia Rodrigo,4777692,https://www.last.fm/music/Olivia+Rodrigo/_/begged
Beauty and a Beat,Justin Bieber,19516688,https://www.last.fm/music/Justin+Bieber/_/Beauty+and+a+Beat
Fame Is a Gun,Addison Rae,23379735,https://www.last.fm/music/Addison+Rae/_/Fame+Is+a+Gun
purple,Olivia Rodrigo,4445499,https://www.last.fm/music/Olivia+Rodrigo/_/purple
The Less I Know the Better,Tame Impala,50884542,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better
505,Arctic Monkeys,60380928,https://www.last.fm/music/Arctic+Monkeys/_/505
Creep,Radiohead,62929413,https://www.last.fm/music/Radiohead/_/Creep
Girl Like Me,PinkPantheress,11944210,https://www.last.fm/music/PinkPantheress/_/Girl+Like+Me
Is it cool? (feat. SZA),Steve Lacy,1159671,https://www.last.fm/music/Steve+Lacy/_/Is+it+cool%3F+(feat.+SZA)
cigarette smoke,Olivia Rodrigo,4234416,https://www.last.fm/music/Olivia+Rodrigo/_/cigarette+smoke
Chicago,Michael Jackson,15369555,https://www.last.fm/music/Michael+Jackson/_/Chicago
"Lover, You Should've Come Over",Jeff Buckley,34244890,"https://www.last.fm/music/Jeff+Buckley/_/Lover,+You+Should%27ve+Come+Over"
Iris,The Goo Goo Dolls,33389385,https://www.last.fm/music/The+Goo+Goo+Dolls/_/Iris
The Feeling,Steve Lacy,1999785,https://www.last.fm/music/Steve+Lacy/_/The+Feeling
Manchild,Sabrina Carpenter,28129708,https://www.last.fm/music/Sabrina+Carpenter/_/Manchild
ICONIC BY MISTAKE,LE SSERAFIM,3478624,https://www.last.fm/music/LE+SSERAFIM/_/ICONIC+BY+MISTAKE
See You Again (feat. Kali Uchis),"Tyler, The Creator",59815607,"https://www.last.fm/music/Tyler,+The+Creator/_/See+You+Again+(feat.+Kali+Uchis)"
Billie Jean,Michael Jackson,29346095,https://www.last.fm/music/Michael+Jackson/_/Billie+Jean
Midnight Sun,Zara Larsson,14984888,https://www.last.fm/music/Zara+Larsson/_/Midnight+Sun
Sweater Weather,The Neighbourhood,52059619,https://www.last.fm/music/The+Neighbourhood/_/Sweater+Weather
End of Beginning,Djo,36761153,https://www.last.fm/music/Djo/_/End+of+Beginning
"Good Luck, Babe!",Chappell Roan,62055106,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21"
Lovers Rock,TV Girl,52406534,https://www.last.fm/music/TV+Girl/_/Lovers+Rock
Bags,Clairo,36932233,https://www.last.fm/music/Clairo/_/Bags
The One That Got Away,Katy Perry,22842345,https://www.last.fm/music/Katy+Perry/_/The+One+That+Got+Away
Into You,Ariana Grande,29194313,https://www.last.fm/music/Ariana+Grande/_/Into+You
Dracula,Tame Impala,13828210,https://www.last.fm/music/Tame+Impala/_/Dracula
MORNING DEW (DONK),Beyoncé,1345091,https://www.last.fm/music/Beyonc%C3%A9/_/MORNING+DEW+(DONK)
Dreams - 2004 Remaster,Fleetwood Mac,30296200,https://www.last.fm/music/Fleetwood+Mac/_/Dreams+-+2004+Remaster
No One Noticed,The Marías,35852939,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed
Sweet Boy,Malcolm Todd,12300643,https://www.last.fm/music/Malcolm+Todd/_/Sweet+Boy
back to friends,sombr,27242566,https://www.last.fm/music/sombr/_/back+to+friends
Oh Yeah?,Steve Lacy,288533,https://www.last.fm/music/Steve+Lacy/_/Oh+Yeah%3F
NORMAL,BTS,78357071,https://www.last.fm/music/BTS/_/NORMAL
Roommates,Malcolm Todd,12383461,https://www.last.fm/music/Malcolm+Todd/_/Roommates
Flashing Lights,Kanye West,39073299,https://www.last.fm/music/Kanye+West/_/Flashing+Lights
Sienna,The Marías,22724558,https://www.last.fm/music/The+Mar%C3%ADas/_/Sienna
Duvet,bôa,42910808,https://www.last.fm/music/b%C3%B4a/_/Duvet
Hit the Wall,Gracie Abrams,3411304,https://www.last.fm/music/Gracie+Abrams/_/Hit+the+Wall
Let Down,Radiohead,42963452,https://www.last.fm/music/Radiohead/_/Let+Down
Everlong,Foo Fighters,48235155,https://www.last.fm/music/Foo+Fighters/_/Everlong
Wonderwall - Remastered,Oasis,13764840,https://www.last.fm/music/Oasis/_/Wonderwall+-+Remastered
Sign of the Times,Harry Styles,20617114,https://www.last.fm/music/Harry+Styles/_/Sign+of+the+Times
Look At My Life,Gracie Abrams,1346705,https://www.last.fm/music/Gracie+Abrams/_/Look+At+My+Life
Feel Good Inc.,Gorillaz,41635335,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.
Pink + White,Frank Ocean,61168342,https://www.last.fm/music/Frank+Ocean/_/Pink+%252B+White
LES,Childish Gambino,29103290,https://www.last.fm/music/Childish+Gambino/_/LES
Dracula - JENNIE remix,Tame Impala,7380153,https://www.last.fm/music/Tame+Impala/_/Dracula+-+JENNIE+remix
In My Room,Julia Wolf,12443954,https://www.last.fm/music/Julia+Wolf/_/In+My+Room
Still Into You,Paramore,29278643,https://www.last.fm/music/Paramore/_/Still+Into+You
SLOW DANCING IN THE DARK,Joji,39697011,https://www.last.fm/music/Joji/_/SLOW+DANCING+IN+THE+DARK
doom,Steve Lacy,281269,https://www.last.fm/music/Steve+Lacy/_/doom
NOBLE,F3miii,3683885,https://www.last.fm/music/F3miii/_/NOBLE
The Adults Are Talking,The Strokes,30526260,https://www.last.fm/music/The+Strokes/_/The+Adults+Are+Talking
Bring Me to Life,Evanescence,32503397,https://www.last.fm/music/Evanescence/_/Bring+Me+to+Life
Sailor Song,Gigi Perez,29670269,https://www.last.fm/music/Gigi+Perez/_/Sailor+Song
